Year,Decade,Game,Screenshot,Genres,Themes,Keywords,Player Perspectives,Developers,C1_R,C1_G,C1_B,C2_R,C2_G,C2_B,C3_R,C3_G,C3_B,C4_R,C4_G,C4_B,C5_R,C5_G,C5_B
1977,1970,Videocart-5: Space War,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\rr260r4h520xjb8wjj6u.jpg,Shooter,Action,,,Fairchild Semiconductor,80,70,90,210,80,110,0,0,0,130,170,150,180,180,240
1977,1970,Videocart-5: Space War,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco761.jpg,Shooter,Action,,,Fairchild Semiconductor,190,190,250,0,0,0,150,160,180,230,80,100,80,80,80
1977,1970,Videocart-5: Space War,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco762.jpg,Shooter,Action,,,Fairchild Semiconductor,190,190,250,0,0,0,150,160,170,80,80,80,230,60,80
1977,1970,Videocart-5: Space War,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco763.jpg,Shooter,Action,,,Fairchild Semiconductor,190,190,250,0,0,0,150,160,180,230,80,100,100,100,100
1977,1970,Blackjack,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scu2wt.jpg,Card & Board Game,,gambling,Bird view / Isometric,Atari,120,170,90,200,170,170,80,160,60,60,120,30,150,170,130
1977,1970,Street Racer,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafo5.jpg,Racing,Party,launch titles,Bird view / Isometric,Atari,60,70,160,30,140,40,50,110,70,50,90,130,130,80,50
1977,1970,Street Racer,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafo6.jpg,Racing,Party,launch titles,Bird view / Isometric,Atari,120,190,120,180,180,180,80,90,190,190,120,120,120,120,190
1977,1970,Street Racer,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafo7.jpg,Racing,Party,launch titles,Bird view / Isometric,Atari,180,180,180,150,120,190,110,190,110,80,190,80,100,110,190
1977,1970,Street Racer,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafo8.jpg,Racing,Party,launch titles,Bird view / Isometric,Atari,150,60,90,170,60,50,100,130,120,160,60,70,100,80,190
1977,1970,Street Racer,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafo9.jpg,Racing,Party,launch titles,Bird view / Isometric,Atari,130,50,140,50,30,140,140,160,90,160,60,140,70,150,160
1977,1970,Indy 500,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc5s1g.jpg,Racing,Action,launch titles,Bird view / Isometric,Atari,160,130,150,130,60,170,200,110,70,140,70,150,180,90,110
1977,1970,Sprint 8,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sctc43.jpg,Racing,,sequel,Bird view / Isometric,Atari,40,40,40,0,0,0,80,80,80,60,60,60,,,
1977,1970,Sprint 8,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sctc44.jpg,Racing,,sequel,Bird view / Isometric,Atari,70,70,70,40,40,40,0,0,0,160,100,80,,,
1977,1970,Sprint 8,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sctc45.jpg,Racing,,sequel,Bird view / Isometric,Atari,50,50,50,0,0,0,80,80,80,140,120,60,,,
1977,1970,Bazooka,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scp4kk.jpg,Shooter|Arcade,Action|Warfare,world war ii - ww2,First person,Project Support Engineering,130,130,130,0,0,0,80,80,80,210,210,210,60,60,60
1977,1970,Gridball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\pvwe8uufcsdwu33jx0zd.jpg,Arcade,,,Bird view / Isometric,General Instrument Microelectronic,40,160,50,30,140,50,60,150,130,120,180,210,120,200,90
1977,1970,Target,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\fhtp3cisidvuia31xn2u.jpg,Arcade,,,First person,General Instrument Microelectronic,20,150,80,120,210,60,20,130,140,20,110,190,20,170,40
1977,1970,Motocross,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\eyyeg13ng5ogteakxosq.jpg,Racing|Sport|Arcade,,motorcycle|motocross,Side view,General Instrument Microelectronic,100,100,50,30,80,30,100,130,120,50,110,60,210,210,220
1977,1970,Enduro,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\o1yj8wep3f9fhj3djvev.jpg,Racing|Arcade,,,Side view,General Instrument Microelectronic,80,120,90,60,70,50,100,130,110,200,200,220,130,140,130
1977,1970,Drag Race,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\atfcjtkczsqxyii8sjfg.jpg,Racing|Arcade,,,Side view,General Instrument Microelectronic,70,120,100,60,100,80,110,130,110,200,200,220,110,150,150
1977,1970,Submarine,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\x3umsnzzbzwtllftxxqs.jpg,Arcade,,,Side view,General Instrument Microelectronic,130,180,120,190,240,60,50,110,180,220,130,60,190,130,190
1977,1970,Air/Sea Attack,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scaf1d.jpg,Shooter|Arcade,Action|Warfare,retro|classic,Side view,Atari,0,170,170,250,250,10,0,0,170,150,80,100,220,220,240
1977,1970,World Cup,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scwba1.jpg,Sport|Arcade,,trackball,Bird view / Isometric,"Sega Enterprises, Ltd.",180,180,180,40,40,40,50,90,70,60,100,80,110,150,160
1977,1970,Color TV-Game 6,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sceec8.jpg,Sport|Arcade,,pong|never re-released,Bird view / Isometric,Nintendo R&D2,180,190,170,260,260,260,120,190,120,70,170,70,120,120,120
1977,1970,Color TV-Game 15,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sckb05.jpg,Sport|Arcade,,,Bird view / Isometric,Nintendo,180,190,170,260,260,260,120,190,120,70,170,70,120,120,120
1977,1970,Football,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scotgv.jpg,Sport,Action,football|american football,Bird view / Isometric,Mattel Electronics,90,70,40,0,0,0,150,120,80,120,90,60,50,50,20
1977,1970,Football,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scotgw.jpg,Sport,Action,football|american football,Bird view / Isometric,Mattel Electronics,0,0,0,120,90,60,150,120,70,80,70,40,40,50,20
1977,1970,Football,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scotgu.jpg,Sport,Action,football|american football,Bird view / Isometric,Mattel Electronics,0,0,0,120,90,60,150,110,70,40,50,20,80,60,40
1977,1970,Futurewar,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sckvm4.jpg,Shooter,Science fiction,future|maze|maze crawler,First person,,0,0,0,110,70,40,50,40,30,,,,,,
1977,1970,System 10,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scmq86.jpg,Shooter|Sport|Arcade,Action,,Side view,"Epoch Co., Ltd.",240,60,60,260,260,260,90,130,210,120,190,100,10,190,0
1977,1970,Mine Sweeper,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scmusz.jpg,Arcade,,,Bird view / Isometric,,70,70,70,0,0,0,110,110,110,150,150,150,,,
1977,1970,Mine Sweeper,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scmut0.jpg,Arcade,,,Bird view / Isometric,,150,150,150,0,0,0,110,110,110,80,80,80,,,
1977,1970,Mine Sweeper,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scmusy.jpg,Arcade,,,Bird view / Isometric,,100,100,100,0,0,0,140,140,140,60,60,60,,,
1977,1970,Basketball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scudpd.jpg,Sport|Arcade,,,Bird view / Isometric,Atari,160,110,110,100,110,220,0,0,0,200,110,60,50,40,50
1977,1970,Basketball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scudpe.jpg,Sport|Arcade,,,Bird view / Isometric,Atari,70,80,20,0,0,0,90,90,10,80,80,80,10,30,120
1977,1970,Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scu39i.jpg,Arcade,,,Bird view / Isometric,,0,0,0,180,30,60,200,100,30,70,70,80,190,180,20
1977,1970,Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scu39j.jpg,Arcade,,,Bird view / Isometric,,0,0,0,180,30,60,10,140,250,160,110,90,70,60,60
1977,1970,Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scu39h.jpg,Arcade,,,Bird view / Isometric,,190,90,40,0,0,0,180,30,60,230,110,10,190,180,10
1977,1970,Blockbuster,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scv0dk.jpg,,,,,Elcon Industries,130,130,130,200,200,200,0,0,0,80,80,80,160,160,160
1978,1970,Adventureland,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\axf3wwk8aheaqlo0xoz7.jpg,Puzzle|Adventure,Fantasy,interactive fiction|text adventure,Text,Scott Adams,180,240,240,120,130,160,0,0,0,110,200,110,90,80,80
1978,1970,Adventureland,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\ecb7b1nx7seu1oik4f7b.jpg,Puzzle|Adventure,Fantasy,interactive fiction|text adventure,Text,Scott Adams,130,130,130,0,0,0,90,100,90,100,180,100,60,60,60
1978,1970,Adventureland,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\x1b4xkus7pjsnfdxjwk9.jpg,Puzzle|Adventure,Fantasy,interactive fiction|text adventure,Text,Scott Adams,0,0,0,100,80,210,100,60,70,120,120,120,210,140,220
1978,1970,Adventureland,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\ybhlga9wj7itp3gpcmvd.jpg,Puzzle|Adventure,Fantasy,interactive fiction|text adventure,Text,Scott Adams,220,220,180,0,0,0,80,80,190,80,70,70,100,150,100
1978,1970,Adventureland,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\kvhnreyggarkothstrmc.jpg,Puzzle|Adventure,Fantasy,interactive fiction|text adventure,Text,Scott Adams,0,0,0,120,50,70,110,190,120,80,90,70,90,140,90
1978,1970,Gee Bee,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scnf4k.jpg,Pinball|Arcade,Action,pinball|platform exclusive,,Namco,0,0,200,0,0,0,150,0,210,100,100,100,210,210,210
1978,1970,Beneath Apple Manor,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco9ni.jpg,Role-playing (RPG),Fantasy,medieval|roguelike|cga graphics,Bird view / Isometric,,170,170,170,130,130,130,0,0,0,80,80,80,,,
1978,1970,Beneath Apple Manor,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco9nj.jpg,Role-playing (RPG),Fantasy,medieval|roguelike|cga graphics,Bird view / Isometric,,70,70,70,130,130,130,0,0,0,170,170,170,,,
1978,1970,Beneath Apple Manor,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco9nk.jpg,Role-playing (RPG),Fantasy,medieval|roguelike|cga graphics,Bird view / Isometric,,170,170,170,130,130,130,0,0,0,70,70,70,,,
1978,1970,Beneath Apple Manor,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco9nl.jpg,Role-playing (RPG),Fantasy,medieval|roguelike|cga graphics,Bird view / Isometric,,100,100,100,0,0,0,140,140,140,60,60,60,,,
1978,1970,Beneath Apple Manor,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sco9nm.jpg,Role-playing (RPG),Fantasy,medieval|roguelike|cga graphics,Bird view / Isometric,,40,40,40,0,0,0,140,140,140,80,80,80,120,120,120
1978,1970,Space Invaders,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\vfrle1fhatasntks3dl8.jpg,Shooter|Arcade,Science fiction,aliens|spaceship|games released for unsupported platforms|sharp zaurus,Bird view / Isometric,Taito,260,260,260,0,0,0,70,70,70,140,140,140,190,190,190
1978,1970,Space Invaders,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6d5m.jpg,Shooter|Arcade,Science fiction,aliens|spaceship|games released for unsupported platforms|sharp zaurus,Bird view / Isometric,Taito,260,260,260,0,0,0,110,110,110,160,160,160,60,60,60
1978,1970,Space Invaders,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6d5n.jpg,Shooter|Arcade,Science fiction,aliens|spaceship|games released for unsupported platforms|sharp zaurus,Bird view / Isometric,Taito,120,120,120,0,0,0,200,200,200,60,60,60,,,
1978,1970,Space Invaders,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc6d5o.jpg,Shooter|Arcade,Science fiction,aliens|spaceship|games released for unsupported platforms|sharp zaurus,Bird view / Isometric,Taito,260,260,260,160,160,160,40,40,40,0,0,0,100,100,100
1978,1970,Super Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbscw.jpg,Arcade,,breakout,Side view,Atari,150,130,60,30,100,30,0,0,0,210,210,180,60,230,60
1978,1970,Super Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbsd1.jpg,Arcade,,breakout,Side view,Atari,80,100,60,90,70,130,30,40,40,0,0,0,70,160,130
1978,1970,Super Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbsd2.jpg,Arcade,,breakout,Side view,Atari,70,150,140,20,40,40,110,90,70,0,0,0,50,100,100
1978,1970,Super Breakout,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbscv.jpg,Arcade,,breakout,Side view,Atari,0,0,0,210,210,180,60,230,60,40,100,30,180,110,20
1978,1970,Outlaw,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sctc4i.jpg,Shooter,Action,western|wild west|destructible environment,Side view,Atari,160,100,210,90,80,200,70,70,180,170,100,90,40,60,190
1978,1970,Outlaw,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sctc4j.jpg,Shooter,Action,western|wild west|destructible environment,Side view,Atari,160,100,210,120,80,140,40,60,190,180,100,90,80,70,190
1978,1970,Outlaw,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sctc4k.jpg,Shooter,Action,western|wild west|destructible environment,Side view,Atari,190,110,80,160,100,210,40,60,190,130,80,130,80,70,190
1978,1970,Atari Football,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scmm29.jpg,Sport|Arcade,Non-fiction,football|american football|vertical scrolling|trackball,Third person|Bird view / Isometric,Atari,260,260,260,0,0,0,110,110,110,150,150,150,60,60,60
1978,1970,Sky Diver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbsgy.jpg,Sport|Arcade,Action,death|high score|airplane,Side view,Atari,0,0,0,70,70,70,110,110,110,160,160,160,150,150,150
1978,1970,Sky Diver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbsgz.jpg,Sport|Arcade,Action,death|high score|airplane,Side view,Atari,160,160,160,,,,,,,,,,,,
1978,1970,Sky Diver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbsh0.jpg,Sport|Arcade,Action,death|high score|airplane,Side view,Atari,130,130,130,50,50,50,80,80,80,160,160,160,150,150,150
1978,1970,Sky Diver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbsh1.jpg,Sport|Arcade,Action,death|high score|airplane,Side view,Atari,160,160,160,180,180,180,190,190,190,170,170,170,,,
1978,1970,Sky Diver,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scbsh2.jpg,Sport|Arcade,Action,death|high score|airplane,Side view,Atari,0,0,0,10,50,110,10,80,160,10,30,50,10,70,130
1978,1970,Human Cannonball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafak.jpg,Strategy|Arcade,Action|Comedy,retro|classic|humor,Side view,Atari,60,70,160,0,0,0,30,40,90,80,160,60,130,90,120
1978,1970,Human Cannonball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafal.jpg,Strategy|Arcade,Action|Comedy,retro|classic|humor,Side view,Atari,60,70,160,0,0,0,130,100,120,30,40,90,80,160,60
1978,1970,Human Cannonball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafam.jpg,Strategy|Arcade,Action|Comedy,retro|classic|humor,Side view,Atari,60,70,160,0,0,0,130,100,120,30,40,90,80,160,60
1978,1970,Human Cannonball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scafan.jpg,Strategy|Arcade,Action|Comedy,retro|classic|humor,Side view,Atari,0,0,0,50,50,50,70,70,70,110,110,110,90,90,90
1978,1970,Sea Wolf II,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scwmp2.jpg,Shooter,Warfare,,First person,Dave Nutting Associates,0,180,250,0,150,250,10,60,160,0,100,220,170,200,70
1978,1970,Sea Wolf II,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scwmp3.jpg,Shooter,Warfare,,First person,Dave Nutting Associates,0,180,250,0,150,250,200,210,40,10,60,150,0,100,220
1978,1970,Hangman,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\tflztbbcjuvqs4nscfrt.jpg,Puzzle|Strategy,Educational,word game,Side view,Atari,20,140,30,180,180,180,0,0,0,40,150,150,110,80,70
1978,1970,Hangman,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\belgzzkktxxq1mr43tis.jpg,Puzzle|Strategy,Educational,word game,Side view,Atari,140,250,160,110,170,200,60,220,120,180,170,130,240,60,80
1978,1970,Basketball,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\sc5s1f.jpg,Sport,Action,basketball|player vs player,Side view,Atari,180,100,70,0,0,0,140,120,160,180,170,240,80,60,60
1978,1970,Home Run,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpka6.jpg,Sport,,baseball,Bird view / Isometric,Atari,90,150,110,0,100,0,10,60,10,0,0,0,50,120,40
1978,1970,Slot Racers,c:\Users\nina\Documents\UNI\SEM\thesis\new_git\masterThesis\coding\game_color_analysis\data\screenshots\scpnq5.jpg,Racing,Action,maze,Bird view / Isometric,Atari,260,260,260,160,160,200,0,0,0,20,30,160,90,100,170
